# Gene set generated on 2023-04-10T12:15:45 using cellxgene version 1.1.1
# Input data file was write/reisolated_data_no_rat_final.h5ad, which was last modified on 2023-04-03T11:57:50
gene_set_name,gene_set_description,gene_symbol,gene_description
"Pop1 high (4/10/2023, 12:15:44 PM)",,ATXN1,
"Pop1 high (4/10/2023, 12:15:44 PM)",,ANKRD17,
"Pop1 high (4/10/2023, 12:15:44 PM)",,RFX3,
"Pop1 high (4/10/2023, 12:15:44 PM)",,PVT1,
"Pop1 high (4/10/2023, 12:15:44 PM)",,RBFOX2,
"Pop1 high (4/10/2023, 12:15:44 PM)",,SSBP2,
"Pop1 high (4/10/2023, 12:15:44 PM)",,PARD3,
"Pop1 high (4/10/2023, 12:15:44 PM)",,NRG1,
"Pop1 high (4/10/2023, 12:15:44 PM)",,RBM39,
"Pop1 high (4/10/2023, 12:15:44 PM)",,AGAP1,
"Pop1 high (4/10/2023, 12:15:44 PM)",,SMARCC1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,VGF,
"Pop2 high (4/10/2023, 12:15:44 PM)",,PTTG1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,PRELID1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,PCSK1N,
"Pop2 high (4/10/2023, 12:15:44 PM)",,GADD45GIP1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,RABAC1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,NDUFB8,
"Pop2 high (4/10/2023, 12:15:44 PM)",,AURKA,
"Pop2 high (4/10/2023, 12:15:44 PM)",,SHANK2,
"Pop2 high (4/10/2023, 12:15:44 PM)",,GPAA1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,APRT,
"Pop2 high (4/10/2023, 12:15:44 PM)",,PIM3,
"Pop2 high (4/10/2023, 12:15:44 PM)",,KIF2C,
"Pop2 high (4/10/2023, 12:15:44 PM)",,JTB,
"Pop2 high (4/10/2023, 12:15:44 PM)",,MRPL51,
"Pop2 high (4/10/2023, 12:15:44 PM)",,HJURP,
"Pop2 high (4/10/2023, 12:15:44 PM)",,TMED3,
"Pop2 high (4/10/2023, 12:15:44 PM)",,NEFL,
"Pop2 high (4/10/2023, 12:15:44 PM)",,COPE,
"Pop2 high (4/10/2023, 12:15:44 PM)",,SNHG9,
"Pop2 high (4/10/2023, 12:15:44 PM)",,CEP55,
"Pop2 high (4/10/2023, 12:15:44 PM)",,ARID5B,
"Pop2 high (4/10/2023, 12:15:44 PM)",,NDUFS7,
"Pop2 high (4/10/2023, 12:15:44 PM)",,HMGA1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,RPS17,
"Pop2 high (4/10/2023, 12:15:44 PM)",,DBI,
"Pop2 high (4/10/2023, 12:15:44 PM)",,PSMB6,
"Pop2 high (4/10/2023, 12:15:44 PM)",,ATP6V0B,
"Pop2 high (4/10/2023, 12:15:44 PM)",,GDF15,
"Pop2 high (4/10/2023, 12:15:44 PM)",,KIF18A,
"Pop2 high (4/10/2023, 12:15:44 PM)",,SLC1A5,
"Pop2 high (4/10/2023, 12:15:44 PM)",,KNSTRN,
"Pop2 high (4/10/2023, 12:15:44 PM)",,NCAPH,
"Pop2 high (4/10/2023, 12:15:44 PM)",,ESCO2,
"Pop2 high (4/10/2023, 12:15:44 PM)",,SHCBP1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,ANKRD7,
"Pop2 high (4/10/2023, 12:15:44 PM)",,MRFAP1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,ZBTB7C,
"Pop2 high (4/10/2023, 12:15:44 PM)",,TRIM28,
"Pop2 high (4/10/2023, 12:15:44 PM)",,DNAH11,
"Pop2 high (4/10/2023, 12:15:44 PM)",,NR4A1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,TMEM14C,
"Pop2 high (4/10/2023, 12:15:44 PM)",,CLSPN,
"Pop2 high (4/10/2023, 12:15:44 PM)",,CCDC124,
"Pop2 high (4/10/2023, 12:15:44 PM)",,POLE4,
"Pop2 high (4/10/2023, 12:15:44 PM)",,KLHL29,
"Pop2 high (4/10/2023, 12:15:44 PM)",,MRPL40,
"Pop2 high (4/10/2023, 12:15:44 PM)",,TP53RK,
"Pop2 high (4/10/2023, 12:15:44 PM)",,BBOX1-AS1,
"Pop2 high (4/10/2023, 12:15:44 PM)",,ATP6V1F,
