,raw_time,hours,raw_o2,noise,smoothed,Raw Name,Position,Name
1,8,0.0,26.7,1.6,26.76562367007903,A02,"[0, 0]",A02
2,3719,1.03,27.4,1.6,26.972331676982506,A02,"[0, 0]",A02
3,7430,2.06,23.5,1.6,27.19859969420713,A02,"[0, 0]",A02
4,11140,3.09,26.2,1.6,27.429670893143577,A02,"[0, 0]",A02
5,14853,4.13,27.9,1.6,27.566467030517888,A02,"[0, 0]",A02
6,18566,5.16,28.5,1.5,28.006863831604015,A02,"[0, 0]",A02
7,22279,6.19,27.4,1.6,28.652379518760704,A02,"[0, 0]",A02
8,25992,7.22,29.3,1.4,29.20495973559393,A02,"[0, 0]",A02
9,29702,8.25,30.2,1.5,29.745390147445313,A02,"[0, 0]",A02
10,33412,9.28,30.4,1.5,30.30991567131784,A02,"[0, 0]",A02
11,37124,10.31,30.7,1.5,30.706678693718093,A02,"[0, 0]",A02
12,40836,11.34,31.4,1.5,31.05756548286933,A02,"[0, 0]",A02
13,44547,12.37,30.5,1.5,31.436644598875862,A02,"[0, 0]",A02
14,48260,13.41,32.3,1.5,31.803525780341484,A02,"[0, 0]",A02
15,51973,14.44,32.0,1.5,32.11130383632082,A02,"[0, 0]",A02
16,55687,15.47,33.2,1.5,32.452665756601725,A02,"[0, 0]",A02
17,59400,16.5,31.6,1.5,32.733984129524636,A02,"[0, 0]",A02
18,63111,17.53,33.4,1.5,32.88182007128077,A02,"[0, 0]",A02
19,66824,18.56,33.2,1.4,32.82334383488729,A02,"[0, 0]",A02
20,70533,19.59,33.4,1.5,32.701385779211435,A02,"[0, 0]",A02
21,74244,20.62,31.4,1.5,32.663398347451874,A02,"[0, 0]",A02
22,77957,21.65,31.8,1.5,32.71768166601853,A02,"[0, 0]",A02
23,81668,22.69,33.0,1.5,32.8553600976894,A02,"[0, 0]",A02
24,85381,23.72,34.0,1.4,33.175604453151855,A02,"[0, 0]",A02
25,89092,24.75,33.6,1.5,33.54020924342422,A02,"[0, 0]",A02
26,92806,25.78,32.8,1.5,33.73978306221297,A02,"[0, 0]",A02
27,96518,26.81,36.0,1.4,33.89369979787984,A02,"[0, 0]",A02
28,100232,27.84,34.0,1.5,34.2960162146943,A02,"[0, 0]",A02
29,103943,28.87,33.7,1.5,34.88855975027814,A02,"[0, 0]",A02
30,107654,29.9,35.8,1.4,35.46910982278357,A02,"[0, 0]",A02
31,111368,30.94,37.0,1.4,36.066985756212794,A02,"[0, 0]",A02
32,115079,31.97,36.6,1.4,36.66959076407658,A02,"[0, 0]",A02
33,118791,33.0,36.6,1.5,37.104997671421216,A02,"[0, 0]",A02
34,122503,34.03,37.9,1.4,37.48406778519672,A02,"[0, 0]",A02
35,126217,35.06,37.5,1.4,37.90541020977668,A02,"[0, 0]",A02
36,129930,36.09,38.9,1.4,38.35220581565778,A02,"[0, 0]",A02
37,133643,37.12,38.4,1.4,38.76587024673605,A02,"[0, 0]",A02
38,137355,38.15,39.3,1.4,39.10731809237822,A02,"[0, 0]",A02
39,141068,39.19,39.6,1.4,39.35055972669418,A02,"[0, 0]",A02
40,144779,40.22,39.8,1.4,39.66081629316413,A02,"[0, 0]",A02
41,148492,41.25,38.8,1.3,39.94662409209735,A02,"[0, 0]",A02
42,152205,42.28,40.9,1.4,40.216288877649504,A02,"[0, 0]",A02
43,155916,43.31,40.5,1.3,40.599804446727,A02,"[0, 0]",A02
44,159626,44.34,40.6,1.3,41.00645968555645,A02,"[0, 0]",A02
45,163337,45.37,42.0,1.3,41.338875835061344,A02,"[0, 0]",A02
46,167050,46.4,41.4,1.3,41.77875690696751,A02,"[0, 0]",A02
47,170765,47.43,42.0,1.3,42.46611102871695,A02,"[0, 0]",A02
48,174477,48.47,42.6,1.3,43.34760337667647,A02,"[0, 0]",A02
49,178187,49.5,46.5,1.3,44.44348772346967,A02,"[0, 0]",A02
50,181901,50.53,45.1,1.3,45.72246529349167,A02,"[0, 0]",A02
51,185614,51.56,47.1,1.3,47.05436141163432,A02,"[0, 0]",A02
52,189327,52.59,48.7,1.2,48.484828001333725,A02,"[0, 0]",A02
53,193041,53.62,49.1,1.2,50.02740763613134,A02,"[0, 0]",A02
54,196755,54.65,52.1,1.2,51.41395532003855,A02,"[0, 0]",A02
55,200469,55.69,53.5,1.2,52.723411774042624,A02,"[0, 0]",A02
56,204181,56.72,53.7,1.2,54.09489320194325,A02,"[0, 0]",A02
57,207890,57.75,54.5,1.2,55.45376715234779,A02,"[0, 0]",A02
58,211604,58.78,57.0,1.2,56.910673738756856,A02,"[0, 0]",A02
59,215315,59.81,58.4,1.2,58.53752734602251,A02,"[0, 0]",A02
60,219025,60.84,60.9,1.1,60.25984887125247,A02,"[0, 0]",A02
61,222738,61.87,61.4,1.1,61.89818836710287,A02,"[0, 0]",A02
62,226452,62.9,63.9,1.1,63.39860396671044,A02,"[0, 0]",A02
63,230165,63.93,65.0,1.1,64.84896966558064,A02,"[0, 0]",A02
64,233877,64.97,66.0,1.1,66.31152762858478,A02,"[0, 0]",A02
65,237588,66.0,67.5,1.1,67.68373461761409,A02,"[0, 0]",A02
66,241302,67.03,69.9,1.1,69.10939504368996,A02,"[0, 0]",A02
67,245015,68.06,69.5,1.1,70.46675964488247,A02,"[0, 0]",A02
68,248727,69.09,73.3,1.1,71.72082282817378,A02,"[0, 0]",A02
69,252439,70.12,72.9,1.0,73.02149195983047,A02,"[0, 0]",A02
70,256152,71.15,73.1,1.0,74.31824118402854,A02,"[0, 0]",A02
71,259864,72.18,76.7,1.0,75.53458659646724,A02,"[0, 0]",A02
72,263577,73.22,76.5,1.0,76.94524771040862,A02,"[0, 0]",A02
73,267289,74.25,78.9,1.0,77.72835640477089,A02,"[0, 0]",A02
74,271003,75.28,79.7,1.0,76.09999999999923,A02,"[0, 0]",A02
75,274713,76.31,81.6,1.0,81.6,A02,"[0, 0]",A02
76,278427,77.34,,-5.0,0.0,A02,"[0, 0]",A02
77,282138,78.37,84.2,1.0,84.2,A02,"[0, 0]",A02
78,285850,79.4,85.2,1.0,86.20000000001039,A02,"[0, 0]",A02
79,289561,80.43,86.6,1.0,87.35799683144378,A02,"[0, 0]",A02
80,293270,81.46,88.6,1.0,88.59621624907231,A02,"[0, 0]",A02
81,296981,82.49,89.8,0.7,89.8219844645638,A02,"[0, 0]",A02
82,300695,83.53,91.1,0.7,91.08864394097448,A02,"[0, 0]",A02
83,304407,84.56,92.2,0.7,92.45165720922292,A02,"[0, 0]",A02
84,308120,85.59,93.6,0.8,93.78789088451205,A02,"[0, 0]",A02
85,311832,86.62,95.8,0.8,95.07359135551084,A02,"[0, 0]",A02
86,315545,87.65,96.4,0.8,96.38898711490381,A02,"[0, 0]",A02
87,319270,88.69,97.2,0.7,97.74583911797629,A02,"[0, 0]",A02
88,322982,89.72,98.9,0.7,99.1337626351159,A02,"[0, 0]",A02
89,326697,90.75,100.6,0.7,100.59221122220688,A02,"[0, 0]",A02
90,330409,91.78,102.7,0.7,101.97296254470771,A02,"[0, 0]",A02
91,334121,92.81,103.3,0.7,103.27544930292683,A02,"[0, 0]",A02
92,337836,93.84,105.3,0.7,104.56300724881336,A02,"[0, 0]",A02
93,341548,94.87,104.8,0.6,105.8251304552,A02,"[0, 0]",A02
1,17,0.0,29.6,2.8,29.66325446697807,A02,"[0, 1]",A02
2,3728,1.04,32.4,2.7,32.61363628173418,A02,"[0, 1]",A02
3,7439,2.07,40.1,2.6,35.51780333335161,A02,"[0, 1]",A02
4,11150,3.1,43.8,2.6,38.38483073245795,A02,"[0, 1]",A02
5,14863,4.13,45.0,2.5,41.86704946885271,A02,"[0, 1]",A02
6,18576,5.16,45.3,2.5,45.2739141604423,A02,"[0, 1]",A02
7,22288,6.19,45.4,2.5,45.39657966409701,A02,"[0, 1]",A02
8,26001,7.22,45.5,2.5,45.562954075766775,A02,"[0, 1]",A02
9,29711,8.25,45.6,2.5,45.75617704349675,A02,"[0, 1]",A02
10,33422,9.28,46.1,2.6,46.01261612575077,A02,"[0, 1]",A02
11,37134,10.32,47.8,2.6,44.14296667117379,A02,"[0, 1]",A02
12,40846,11.35,36.4,2.7,42.751363834506165,A02,"[0, 1]",A02
13,44557,12.38,47.0,2.6,41.46963127740132,A02,"[0, 1]",A02
14,48269,13.41,39.8,2.7,39.28291700387778,A02,"[0, 1]",A02
15,51982,14.44,38.5,2.7,39.709274312268874,A02,"[0, 1]",A02
16,55697,15.47,39.6,2.7,40.54409849191591,A02,"[0, 1]",A02
17,59410,16.5,42.3,2.6,41.217915275719164,A02,"[0, 1]",A02
18,63121,17.53,43.1,2.6,41.92071479629174,A02,"[0, 1]",A02
19,66833,18.56,42.2,2.6,42.50172541262807,A02,"[0, 1]",A02
20,70543,19.6,42.5,2.6,42.72540698465664,A02,"[0, 1]",A02
21,74254,20.63,43.4,2.6,42.77309105828833,A02,"[0, 1]",A02
22,77967,21.66,42.7,2.7,42.71250780859516,A02,"[0, 1]",A02
23,81678,22.69,43.2,2.8,42.576419636599866,A02,"[0, 1]",A02
24,85390,23.72,41.7,2.9,42.581143737592875,A02,"[0, 1]",A02
25,89101,24.75,41.5,2.9,42.7078006346433,A02,"[0, 1]",A02
26,92816,25.78,43.3,2.9,42.8183866774374,A02,"[0, 1]",A02
27,96528,26.81,44.1,2.9,43.04192303830383,A02,"[0, 1]",A02
28,100242,27.84,43.0,2.9,43.29868746457563,A02,"[0, 1]",A02
29,103953,28.88,42.9,2.9,43.40067291738807,A02,"[0, 1]",A02
30,107664,29.91,43.7,2.9,43.45138962360645,A02,"[0, 1]",A02
31,111378,30.94,43.7,2.9,43.620543921395,A02,"[0, 1]",A02
32,115089,31.97,43.7,2.9,43.79776581765166,A02,"[0, 1]",A02
33,118800,33.0,43.9,2.8,43.77474557864104,A02,"[0, 1]",A02
34,122512,34.03,44.6,2.8,43.673242574480575,A02,"[0, 1]",A02
35,126226,35.06,43.0,2.9,43.58063976252666,A02,"[0, 1]",A02
36,129940,36.09,43.1,2.9,43.41994796422043,A02,"[0, 1]",A02
37,133653,37.13,43.7,2.9,43.27246405971552,A02,"[0, 1]",A02
38,137365,38.16,42.9,2.9,43.23016342452679,A02,"[0, 1]",A02
39,141077,39.19,43.4,2.9,43.2366159463401,A02,"[0, 1]",A02
40,144789,40.22,43.1,2.9,43.34837756436984,A02,"[0, 1]",A02
41,148502,41.25,42.9,2.9,43.536315916735944,A02,"[0, 1]",A02
42,152214,42.28,44.6,2.9,43.69290884524202,A02,"[0, 1]",A02
43,155925,43.31,43.8,3.0,43.73071168473121,A02,"[0, 1]",A02
44,159635,44.34,44.4,2.9,43.4925118961088,A02,"[0, 1]",A02
45,163347,45.37,43.1,2.9,43.09604045384637,A02,"[0, 1]",A02
46,167060,46.41,41.1,2.8,42.88273396872053,A02,"[0, 1]",A02
47,170775,47.44,41.9,2.7,42.848719437467125,A02,"[0, 1]",A02
48,174487,48.47,42.9,2.7,43.03166424721269,A02,"[0, 1]",A02
49,178197,49.5,44.3,2.7,43.531954773728536,A02,"[0, 1]",A02
50,181910,50.53,44.0,2.7,44.01627497836663,A02,"[0, 1]",A02
51,185624,51.56,44.6,2.8,44.296095001482804,A02,"[0, 1]",A02
52,189337,52.59,44.6,2.8,44.50256623874132,A02,"[0, 1]",A02
53,193050,53.62,43.8,2.7,44.70081982042646,A02,"[0, 1]",A02
54,196764,54.66,45.5,2.7,44.948731379373115,A02,"[0, 1]",A02
55,200479,55.69,44.9,2.7,45.332767352790896,A02,"[0, 1]",A02
56,204190,56.72,45.6,2.7,45.82095089565663,A02,"[0, 1]",A02
57,207900,57.75,46.7,2.7,46.31869586229804,A02,"[0, 1]",A02
58,211613,58.78,46.5,2.7,46.76342838354056,A02,"[0, 1]",A02
59,215325,59.81,48.2,2.7,47.12790939100794,A02,"[0, 1]",A02
60,219035,60.84,46.9,2.7,47.4259521735761,A02,"[0, 1]",A02
61,222748,61.87,47.9,2.7,47.76215010603178,A02,"[0, 1]",A02
62,226462,62.91,47.3,2.7,48.13499057456976,A02,"[0, 1]",A02
63,230174,63.94,49.2,2.7,48.653941718185195,A02,"[0, 1]",A02
64,233886,64.97,48.7,2.7,49.18625670019606,A02,"[0, 1]",A02
65,237598,66.0,50.5,2.6,49.724857550108055,A02,"[0, 1]",A02
66,241312,67.03,50.0,2.6,50.39725130238195,A02,"[0, 1]",A02
67,245024,68.06,50.0,2.6,51.18545104340962,A02,"[0, 1]",A02
68,248736,69.09,52.3,2.6,51.887983860583546,A02,"[0, 1]",A02
69,252448,70.12,53.6,2.6,52.5339704975677,A02,"[0, 1]",A02
70,256161,71.16,53.4,2.6,53.20122037358907,A02,"[0, 1]",A02
71,259874,72.19,52.6,2.6,53.7888561396287,A02,"[0, 1]",A02
72,263586,73.22,54.1,2.5,54.27435845010927,A02,"[0, 1]",A02
73,267299,74.25,56.0,2.5,54.91054489367898,A02,"[0, 1]",A02
