,raw_time,hours,raw_o2,noise,smoothed,Raw Name,Position,Name
1,8,0.0,50.0,3.0,55.00064427404582,A02,"[0, 0]",A02
2,3718,1.03,55.9,2.9,55.402364744460385,A02,"[0, 0]",A02
3,7431,2.06,55.2,2.7,55.81341593239211,A02,"[0, 0]",A02
4,11140,3.09,56.2,2.7,56.21650139220201,A02,"[0, 0]",A02
5,14850,4.12,56.3,2.7,56.602658048300746,A02,"[0, 0]",A02
6,18559,5.16,58.0,2.6,56.89259871300267,A02,"[0, 0]",A02
7,22266,6.18,57.4,2.6,57.11630043087945,A02,"[0, 0]",A02
8,25974,7.22,57.7,2.5,57.18665859017248,A02,"[0, 0]",A02
9,29683,8.25,56.9,2.7,56.9897496660794,A02,"[0, 0]",A02
10,33391,9.28,57.2,2.8,56.54472635429256,A02,"[0, 0]",A02
11,37100,10.31,56.8,3.1,56.071733168609924,A02,"[0, 0]",A02
12,40811,11.34,54.7,3.2,55.63042035468993,A02,"[0, 0]",A02
13,44517,12.37,54.2,3.2,55.152330750612364,A02,"[0, 0]",A02
14,48226,13.4,54.9,3.1,54.700951713526884,A02,"[0, 0]",A02
15,51936,14.43,55.2,3.2,54.43039133423115,A02,"[0, 0]",A02
16,55644,15.46,53.1,3.1,54.36308723645034,A02,"[0, 0]",A02
17,59354,16.49,53.8,3.2,54.33045296714452,A02,"[0, 0]",A02
18,63063,17.52,54.5,3.2,54.26130193564681,A02,"[0, 0]",A02
19,66772,18.55,54.7,3.3,54.256647672158635,A02,"[0, 0]",A02
20,70482,19.58,54.5,3.3,54.28297527718122,A02,"[0, 0]",A02
21,74188,20.61,53.7,3.3,54.24281178821913,A02,"[0, 0]",A02
22,77897,21.64,54.9,3.3,54.18861516696985,A02,"[0, 0]",A02
23,81608,22.67,53.6,3.2,54.20402958375574,A02,"[0, 0]",A02
24,85317,23.7,53.5,3.3,54.293159435059366,A02,"[0, 0]",A02
25,89026,24.73,55.0,3.3,54.298948500112274,A02,"[0, 0]",A02
26,92736,25.76,73.8,5.0,54.25000972682681,A02,"[0, 0]",A02
27,96445,26.79,55.1,3.3,54.242709016761594,A02,"[0, 0]",A02
28,100153,27.82,53.9,3.2,54.22428603382271,A02,"[0, 0]",A02
29,103860,28.85,53.6,3.2,54.07672661825221,A02,"[0, 0]",A02
30,107567,29.88,53.8,3.1,53.90302114772553,A02,"[0, 0]",A02
31,111275,30.91,54.1,3.0,53.74813709275377,A02,"[0, 0]",A02
32,114985,31.94,53.7,3.1,53.61477148855499,A02,"[0, 0]",A02
33,118695,32.97,53.6,3.2,53.52326436622981,A02,"[0, 0]",A02
34,122403,34.0,53.3,3.2,53.49913240992174,A02,"[0, 0]",A02
35,126113,35.03,52.6,3.2,53.55548769807423,A02,"[0, 0]",A02
36,129821,36.06,53.4,3.1,53.73754848015386,A02,"[0, 0]",A02
37,133530,37.09,54.3,3.0,54.01623229083583,A02,"[0, 0]",A02
38,137241,38.12,54.0,3.0,54.34394650701111,A02,"[0, 0]",A02
39,140950,39.15,55.6,3.0,54.66747861848593,A02,"[0, 0]",A02
40,144661,40.18,55.0,3.0,54.93481963260966,A02,"[0, 0]",A02
41,148369,41.21,55.1,2.9,55.070693282836956,A02,"[0, 0]",A02
42,152081,42.24,55.0,3.0,55.11663066633809,A02,"[0, 0]",A02
43,155791,43.28,56.0,3.1,55.196014934480274,A02,"[0, 0]",A02
44,159502,44.31,54.2,3.1,55.36046926056558,A02,"[0, 0]",A02
45,163210,45.34,54.7,3.1,55.56736224315851,A02,"[0, 0]",A02
46,166919,46.37,56.6,3.1,55.797754413098026,A02,"[0, 0]",A02
47,170629,47.4,55.9,3.1,56.11362420661621,A02,"[0, 0]",A02
48,174336,48.43,56.8,3.1,56.51390876615119,A02,"[0, 0]",A02
49,178045,49.46,56.5,3.2,56.936992269554906,A02,"[0, 0]",A02
50,181753,50.49,57.5,3.2,57.44297539088191,A02,"[0, 0]",A02
51,185463,51.52,57.3,3.1,58.07834794190065,A02,"[0, 0]",A02
52,189171,52.55,58.2,3.0,58.7991287893417,A02,"[0, 0]",A02
53,192878,53.58,60.5,2.9,59.56986587703062,A02,"[0, 0]",A02
54,196589,54.61,60.1,2.9,60.44059384058124,A02,"[0, 0]",A02
55,200296,55.64,61.9,3.0,61.37837197996376,A02,"[0, 0]",A02
56,204005,56.67,60.9,3.0,62.234164028540384,A02,"[0, 0]",A02
57,207713,57.7,63.5,2.9,63.02230610147743,A02,"[0, 0]",A02
58,211421,58.73,64.8,2.9,63.87082234133257,A02,"[0, 0]",A02
59,215132,59.76,63.8,2.9,64.73646749521754,A02,"[0, 0]",A02
60,218841,60.79,65.2,3.0,65.60994668526607,A02,"[0, 0]",A02
61,222550,61.82,67.4,3.1,66.44195431373588,A02,"[0, 0]",A02
62,226258,62.85,66.6,3.1,67.2583488032838,A02,"[0, 0]",A02
63,229970,63.88,68.6,3.1,68.08229661088413,A02,"[0, 0]",A02
64,233677,64.91,69.4,3.2,68.82926611358383,A02,"[0, 0]",A02
65,237387,65.94,68.8,3.3,69.53630452087734,A02,"[0, 0]",A02
66,241096,66.97,70.7,3.4,70.26382279256136,A02,"[0, 0]",A02
67,244804,68.0,70.3,3.4,70.9800896671409,A02,"[0, 0]",A02
68,248512,69.03,71.8,3.4,71.58369109705433,A02,"[0, 0]",A02
69,252223,70.06,72.9,3.5,71.73479979419325,A02,"[0, 0]",A02
70,255932,71.09,73.2,3.6,71.62736215868875,A02,"[0, 0]",A02
71,259643,72.12,73.6,3.5,71.57273859666947,A02,"[0, 0]",A02
72,269143,74.76,69.3,4.1,71.45800660510704,A02,"[0, 0]",A02
73,272851,75.79,70.4,4.1,71.23159708559594,A02,"[0, 0]",A02
74,276559,76.82,71.0,4.1,71.29607976920346,A02,"[0, 0]",A02
75,280270,77.85,72.1,4.1,71.77529637651138,A02,"[0, 0]",A02
76,283980,78.88,,0.0,72.42954592747081,A02,"[0, 0]",A02
77,287690,79.91,72.7,4.1,73.01777535564003,A02,"[0, 0]",A02
78,291399,80.94,74.0,4.1,73.49997166434372,A02,"[0, 0]",A02
79,295109,81.97,74.7,4.2,73.89653699622116,A02,"[0, 0]",A02
80,298817,83.0,74.0,4.1,74.24070252464973,A02,"[0, 0]",A02
81,302526,84.04,74.1,4.1,74.53572889566885,A02,"[0, 0]",A02
82,306233,85.06,74.5,4.1,74.75081063930617,A02,"[0, 0]",A02
83,309942,86.1,76.1,4.1,74.88094757650957,A02,"[0, 0]",A02
84,313653,87.13,74.9,4.0,74.94174552627595,A02,"[0, 0]",A02
85,317367,88.16,75.8,4.1,74.8814846440196,A02,"[0, 0]",A02
86,321082,89.19,74.7,4.0,74.71214758306128,A02,"[0, 0]",A02
87,324791,90.22,74.3,4.0,74.51921796079242,A02,"[0, 0]",A02
88,328500,91.25,73.6,4.0,74.37530178824572,A02,"[0, 0]",A02
89,332211,92.28,73.8,4.0,74.31812692903587,A02,"[0, 0]",A02
90,335916,93.31,75.7,4.0,74.34481270236623,A02,"[0, 0]",A02
91,339620,94.34,73.3,4.0,74.51241022646369,A02,"[0, 0]",A02
92,343327,95.37,75.6,4.0,74.70906560226513,A02,"[0, 0]",A02
93,347036,96.4,73.6,4.0,74.79885620364631,A02,"[0, 0]",A02
94,350740,97.43,76.2,4.0,74.77279679578139,A02,"[0, 0]",A02
95,354446,98.46,75.3,4.0,74.75108615747101,A02,"[0, 0]",A02
96,358152,99.49,74.4,4.0,74.66707789714441,A02,"[0, 0]",A02
97,361857,100.52,73.8,4.0,74.50610196336594,A02,"[0, 0]",A02
98,365563,101.55,74.9,4.0,74.32359929041488,A02,"[0, 0]",A02
99,369269,102.57,74.1,4.0,74.24351121685974,A02,"[0, 0]",A02
100,372974,103.6,73.3,3.9,74.31508135947657,A02,"[0, 0]",A02
101,376678,104.63,74.8,3.9,74.42162033559048,A02,"[0, 0]",A02
102,380384,105.66,73.9,3.9,74.51288561163338,A02,"[0, 0]",A02
103,384089,106.69,76.0,3.9,74.68886227516656,A02,"[0, 0]",A02
104,387795,107.72,74.8,3.9,74.93028123898863,A02,"[0, 0]",A02
105,391499,108.75,74.1,3.9,75.11488694145694,A02,"[0, 0]",A02
106,395204,109.78,75.7,3.9,75.27747027724904,A02,"[0, 0]",A02
107,398911,110.81,75.9,4.0,75.4439940305167,A02,"[0, 0]",A02
108,402614,111.84,75.3,3.9,75.61659252112013,A02,"[0, 0]",A02
1,18,0.0,50.1,5.4,50.0714335896274,A02,"[0, 1]",A02
2,3728,1.04,49.2,5.3,50.42616158483551,A02,"[0, 1]",A02
3,7441,2.07,52.2,5.3,50.762835709394956,A02,"[0, 1]",A02
4,11150,3.1,51.6,5.4,51.10044973885058,A02,"[0, 1]",A02
5,14859,4.13,51.0,5.5,51.462221564091905,A02,"[0, 1]",A02
6,18569,5.16,51.5,5.7,51.730977683349124,A02,"[0, 1]",A02
7,22276,6.19,52.4,5.7,51.92941034187669,A02,"[0, 1]",A02
8,25984,7.22,51.8,5.6,52.17579690585386,A02,"[0, 1]",A02
9,29693,8.25,52.5,5.7,52.441232516271214,A02,"[0, 1]",A02
10,33401,9.28,52.8,5.7,52.593871223561415,A02,"[0, 1]",A02
11,37110,10.31,52.9,5.8,52.66391304479838,A02,"[0, 1]",A02
12,40821,11.34,53.7,5.9,52.6835502086223,A02,"[0, 1]",A02
13,44527,12.37,51.0,5.8,52.663324801216135,A02,"[0, 1]",A02
14,48236,13.4,53.4,6.0,52.54762332829718,A02,"[0, 1]",A02
15,51946,14.43,51.7,6.0,52.38544782101868,A02,"[0, 1]",A02
16,55654,15.46,53.3,5.9,52.20019169559068,A02,"[0, 1]",A02
17,59364,16.49,51.5,5.9,51.99629651378813,A02,"[0, 1]",A02
18,63073,17.52,52.1,6.2,51.6906460214714,A02,"[0, 1]",A02
19,66782,18.55,51.5,6.3,51.29236194857425,A02,"[0, 1]",A02
20,70492,19.58,50.7,6.4,50.838035791764284,A02,"[0, 1]",A02
21,74198,20.61,,0.0,50.49260701388198,A02,"[0, 1]",A02
22,77907,21.64,50.1,6.5,50.240103470010155,A02,"[0, 1]",A02
23,81617,22.67,48.5,6.3,50.04989275621215,A02,"[0, 1]",A02
24,85327,23.7,50.3,6.3,49.95209561662712,A02,"[0, 1]",A02
25,89035,24.73,50.2,6.2,49.99166954742102,A02,"[0, 1]",A02
26,92746,25.76,50.7,6.3,50.09843805805187,A02,"[0, 1]",A02
27,96455,26.79,49.6,6.2,50.22484289291483,A02,"[0, 1]",A02
28,100162,27.82,50.0,6.3,50.374291576838466,A02,"[0, 1]",A02
29,103870,28.85,50.8,6.4,50.54794570721508,A02,"[0, 1]",A02
30,107577,29.88,49.9,6.3,50.677984063506216,A02,"[0, 1]",A02
31,111285,30.91,52.7,6.6,50.782392284457146,A02,"[0, 1]",A02
32,114994,31.94,51.4,6.8,50.86568408130628,A02,"[0, 1]",A02
33,118705,32.97,50.2,6.5,50.923574596563085,A02,"[0, 1]",A02
34,122413,34.0,50.8,6.4,50.97216012141343,A02,"[0, 1]",A02
35,126123,35.03,50.7,6.5,51.08691755132193,A02,"[0, 1]",A02
36,129831,36.06,51.0,6.6,51.367915076968835,A02,"[0, 1]",A02
37,133540,37.09,51.4,6.7,51.72199227453001,A02,"[0, 1]",A02
38,137251,38.13,52.8,6.7,51.98408677559356,A02,"[0, 1]",A02
39,140961,39.16,52.8,6.8,52.1525283127248,A02,"[0, 1]",A02
40,144671,40.19,53.0,6.8,52.246141138601764,A02,"[0, 1]",A02
41,148379,41.22,51.4,6.9,52.29031703309642,A02,"[0, 1]",A02
42,152091,42.25,52.0,6.7,52.33766474663078,A02,"[0, 1]",A02
43,155801,43.28,51.9,6.7,52.487538170366946,A02,"[0, 1]",A02
44,159512,44.31,52.4,6.6,52.82497384823001,A02,"[0, 1]",A02
45,163220,45.34,53.7,6.8,53.28317439079307,A02,"[0, 1]",A02
46,166929,46.37,53.4,6.4,53.78767387443748,A02,"[0, 1]",A02
47,170639,47.4,55.5,6.5,54.29580342433752,A02,"[0, 1]",A02
48,174346,48.43,54.1,6.4,54.67863764474272,A02,"[0, 1]",A02
49,178054,49.46,55.2,6.5,54.876025163249544,A02,"[0, 1]",A02
50,181763,50.49,56.3,6.7,55.00125738508194,A02,"[0, 1]",A02
51,185473,51.52,54.8,6.7,55.14760084211025,A02,"[0, 1]",A02
52,189181,52.55,54.2,6.8,55.331413367702375,A02,"[0, 1]",A02
53,192888,53.58,55.1,6.9,55.52775019195859,A02,"[0, 1]",A02
54,196599,54.61,56.5,6.9,55.80139673709999,A02,"[0, 1]",A02
55,200306,55.64,55.7,6.9,56.22329876947046,A02,"[0, 1]",A02
56,204015,56.67,57.2,7.0,56.605685848495156,A02,"[0, 1]",A02
57,207723,57.7,56.6,7.0,56.9011454622984,A02,"[0, 1]",A02
58,211431,58.73,58.4,7.0,57.2502577917246,A02,"[0, 1]",A02
59,215141,59.76,56.3,6.9,57.66645419084257,A02,"[0, 1]",A02
60,218850,60.79,57.1,6.9,58.07636419071839,A02,"[0, 1]",A02
61,222559,61.82,60.2,7.0,58.47854676632187,A02,"[0, 1]",A02
62,226268,62.85,58.6,6.7,58.89740651495159,A02,"[0, 1]",A02
63,229979,63.88,59.9,6.7,59.29443064550664,A02,"[0, 1]",A02
64,233687,64.91,59.7,6.6,59.57147337011497,A02,"[0, 1]",A02
65,237397,65.94,60.0,6.6,59.834092859950516,A02,"[0, 1]",A02
66,241106,66.97,59.2,6.5,60.18871151344731,A02,"[0, 1]",A02
67,244814,68.0,59.7,6.5,60.57652747926434,A02,"[0, 1]",A02
68,248522,69.03,61.7,6.4,61.08981851057281,A02,"[0, 1]",A02
69,252233,70.06,61.9,6.3,61.743977851661846,A02,"[0, 1]",A02
70,255942,71.1,61.6,6.3,62.31605574291473,A02,"[0, 1]",A02
71,259653,72.13,63.8,6.3,62.73289498230334,A02,"[0, 1]",A02
72,269153,74.76,65.7,2.6,62.98878093631368,A02,"[0, 1]",A02
73,272861,75.79,62.3,2.5,63.22105674251527,A02,"[0, 1]",A02
74,276569,76.82,64.3,2.5,63.4439069013842,A02,"[0, 1]",A02
75,280280,77.86,62.0,2.4,63.550497567877585,A02,"[0, 1]",A02
76,283990,78.89,63.5,2.4,63.649543875465305,A02,"[0, 1]",A02
77,287700,79.92,65.3,2.4,63.891535701509795,A02,"[0, 1]",A02
78,291409,80.95,63.8,2.3,64.23737320489438,A02,"[0, 1]",A02
79,295119,81.98,62.0,2.2,64.59140796493986,A02,"[0, 1]",A02
80,298827,83.01,65.3,2.0,64.92129277669463,A02,"[0, 1]",A02
81,302536,84.04,66.1,1.9,65.31425237187045,A02,"[0, 1]",A02
82,306243,85.07,64.6,1.9,65.77446958443572,A02,"[0, 1]",A02
83,309952,86.1,66.3,1.9,66.13897893165182,A02,"[0, 1]",A02
84,313662,87.13,68.6,1.9,66.43818673348004,A02,"[0, 1]",A02
85,317376,88.16,66.2,1.9,66.9227414807377,A02,"[0, 1]",A02
86,321092,89.19,66.9,1.8,67.52314842000762,A02,"[0, 1]",A02
87,324801,90.22,65.5,1.8,68.14980650919222,A02,"[0, 1]",A02
88,328510,91.25,70.5,1.7,68.7996267195087,A02,"[0, 1]",A02
89,332221,92.28,68.9,1.7,69.50536155207475,A02,"[0, 1]",A02
90,335926,93.31,72.3,1.7,70.11758175914099,A02,"[0, 1]",A02
91,339630,94.34,70.7,1.8,70.38860129430635,A02,"[0, 1]",A02
92,343337,95.37,71.1,1.8,70.30604666295507,A02,"[0, 1]",A02
93,347045,96.4,70.8,1.8,69.89738297417782,A02,"[0, 1]",A02
94,350750,97.43,68.3,1.8,69.27048030363945,A02,"[0, 1]",A02
95,354455,98.46,71.8,1.8,68.65625931621247,A02,"[0, 1]",A02
96,358162,99.49,67.1,1.9,68.24963358943802,A02,"[0, 1]",A02
97,361867,100.52,67.4,1.9,68.0148566552311,A02,"[0, 1]",A02
98,365573,101.55,66.4,1.8,68.07030179012264,A02,"[0, 1]",A02
99,369279,102.58,70.0,1.9,68.35972377557324,A02,"[0, 1]",A02
100,372984,103.61,68.2,1.9,68.4264624779445,A02,"[0, 1]",A02
101,376688,104.64,70.3,1.9,68.2450699201641,A02,"[0, 1]",A02
102,380394,105.66,70.8,1.9,67.95302404496947,A02,"[0, 1]",A02
103,384099,106.69,66.8,1.9,67.57319911689486,A02,"[0, 1]",A02
104,387805,107.72,65.4,2.0,67.17905460128716,A02,"[0, 1]",A02
105,391509,108.75,66.8,2.0,67.03239464291246,A02,"[0, 1]",A02
106,395213,109.78,66.3,2.0,67.01118614034199,A02,"[0, 1]",A02
107,398920,110.81,67.2,2.2,67.0728358083336,A02,"[0, 1]",A02
108,402624,111.84,70.2,2.2,67.2150654203025,A02,"[0, 1]",A02
1,27,0.01,,0.0,35.43078771462549,A02,"[0, 2]",A02
2,3738,1.04,34.6,2.6,35.87176914137613,A02,"[0, 2]",A02
3,7450,2.07,38.1,2.6,36.277344414313276,A02,"[0, 2]",A02
4,11159,3.1,39.7,2.6,36.696367091880425,A02,"[0, 2]",A02
5,14869,4.13,37.0,2.8,37.16909078215322,A02,"[0, 2]",A02
6,18578,5.16,36.8,2.7,37.632222592907056,A02,"[0, 2]",A02
7,22285,6.19,37.1,2.7,37.95602385997635,A02,"[0, 2]",A02
8,25993,7.22,39.1,2.8,38.29688008005939,A02,"[0, 2]",A02
9,29702,8.25,40.3,2.8,38.59020347997914,A02,"[0, 2]",A02
10,33410,9.28,38.3,2.7,38.575060677375376,A02,"[0, 2]",A02
11,37119,10.31,39.7,2.7,38.15323906049832,A02,"[0, 2]",A02
12,40831,11.34,38.9,2.8,37.56328705659116,A02,"[0, 2]",A02
13,44536,12.37,35.0,2.8,36.962837385865285,A02,"[0, 2]",A02
14,48245,13.4,34.8,2.7,36.31913560012971,A02,"[0, 2]",A02
15,51955,14.43,35.8,2.8,35.66916140043247,A02,"[0, 2]",A02
16,55663,15.46,36.8,2.9,35.21622838353368,A02,"[0, 2]",A02
17,59373,16.49,33.8,2.9,34.99318135955794,A02,"[0, 2]",A02
18,63082,17.52,34.7,2.8,34.820933251142925,A02,"[0, 2]",A02
19,66791,18.55,34.8,2.6,34.62473548790409,A02,"[0, 2]",A02
20,70501,19.58,33.6,2.6,34.409177896143326,A02,"[0, 2]",A02
21,74207,20.61,35.2,2.8,34.17014909077776,A02,"[0, 2]",A02
22,77917,21.64,34.7,2.8,33.88977890935561,A02,"[0, 2]",A02
23,81627,22.67,33.3,2.9,33.55846301495117,A02,"[0, 2]",A02
24,85336,23.7,32.5,3.0,33.0763209812222,A02,"[0, 2]",A02
