,Unnamed: 0,raw_time,hours,raw_o2,noise,smoothed,Raw Name,Position,Name,batch
0,1,8.0,0.0,10.5,5.304,10.5,alcetinib 70uM,"[0, 0]",alcetinib,1
1,2,3845.0,1.07,14.1,5.237,14.1,alcetinib 70uM,"[0, 0]",alcetinib,1
2,3,7965.0,2.21,9.4,5.326,9.4,alcetinib 70uM,"[0, 0]",alcetinib,1
3,4,11802.0,3.28,10.3,5.308,10.3,alcetinib 70uM,"[0, 0]",alcetinib,1
4,5,15636.0,4.34,29.3,4.973,29.3,alcetinib 70uM,"[0, 0]",alcetinib,1
5,6,19472.0,5.41,29.9,4.963,30.80000000000017,alcetinib 70uM,"[0, 0]",alcetinib,1
6,7,23309.0,6.47,28.2,4.99,28.02253206105298,alcetinib 70uM,"[0, 0]",alcetinib,1
7,8,27144.0,7.54,25.6,5.033,26.26160724476764,alcetinib 70uM,"[0, 0]",alcetinib,1
8,9,30979.0,8.61,24.6,5.051,25.022554586166404,alcetinib 70uM,"[0, 0]",alcetinib,1
9,10,34814.0,9.67,24.1,5.058,24.150038424114395,alcetinib 70uM,"[0, 0]",alcetinib,1
10,11,38648.0,10.74,23.7,5.065,23.587978682177805,alcetinib 70uM,"[0, 0]",alcetinib,1
11,12,42485.0,11.8,22.9,5.08,23.073313882263943,alcetinib 70uM,"[0, 0]",alcetinib,1
12,13,46322.0,12.87,22.7,5.082,22.474946570294254,alcetinib 70uM,"[0, 0]",alcetinib,1
13,14,50157.0,13.93,21.9,5.096,21.833136576141257,alcetinib 70uM,"[0, 0]",alcetinib,1
14,15,53992.0,15.0,21.0,5.111,21.063512920468845,alcetinib 70uM,"[0, 0]",alcetinib,1
15,16,57827.0,16.06,20.5,5.12,20.16221641677863,alcetinib 70uM,"[0, 0]",alcetinib,1
16,17,61662.0,17.13,18.9,5.149,19.345610359963928,alcetinib 70uM,"[0, 0]",alcetinib,1
17,18,65501.0,18.19,18.5,5.156,18.53613009520415,alcetinib 70uM,"[0, 0]",alcetinib,1
18,19,69338.0,19.26,18.1,5.162,17.79410870129361,alcetinib 70uM,"[0, 0]",alcetinib,1
19,20,73174.0,20.33,16.8,5.186,17.161148895529465,alcetinib 70uM,"[0, 0]",alcetinib,1
20,21,77010.0,21.39,16.5,5.192,16.54704812759975,alcetinib 70uM,"[0, 0]",alcetinib,1
21,22,80843.0,22.46,16.1,5.199,16.05514992447589,alcetinib 70uM,"[0, 0]",alcetinib,1
22,23,84679.0,23.52,15.6,5.208,15.626080371956796,alcetinib 70uM,"[0, 0]",alcetinib,1
23,24,88515.0,24.59,15.2,5.215,15.299449497983058,alcetinib 70uM,"[0, 0]",alcetinib,1
24,25,92352.0,25.65,14.7,5.224,15.235471403917597,alcetinib 70uM,"[0, 0]",alcetinib,1
25,26,96186.0,26.72,16.2,5.198,15.218016282065063,alcetinib 70uM,"[0, 0]",alcetinib,1
26,27,100024.0,27.78,15.1,5.217,15.281835409733826,alcetinib 70uM,"[0, 0]",alcetinib,1
27,28,103861.0,28.85,15.3,5.215,13.53260228973412,alcetinib 70uM,"[0, 0]",alcetinib,1
28,29,107699.0,29.92,9.6,5.323,12.242550402501754,alcetinib 70uM,"[0, 0]",alcetinib,1
29,30,111535.0,30.98,10.5,5.304,10.6032193081478,alcetinib 70uM,"[0, 0]",alcetinib,1
30,31,115373.0,32.05,10.6,5.302,10.367675377617,alcetinib 70uM,"[0, 0]",alcetinib,1
31,32,119209.0,33.11,9.8,5.317,10.182093835231823,alcetinib 70uM,"[0, 0]",alcetinib,1
32,33,123046.0,34.18,10.8,5.3,9.86351468554209,alcetinib 70uM,"[0, 0]",alcetinib,1
33,34,126882.0,35.24,9.3,5.327,9.666016643284646,alcetinib 70uM,"[0, 0]",alcetinib,1
34,35,130717.0,36.31,9.3,5.328,9.541991466579134,alcetinib 70uM,"[0, 0]",alcetinib,1
35,36,134555.0,37.38,9.7,5.321,9.603347661589948,alcetinib 70uM,"[0, 0]",alcetinib,1
36,37,138391.0,38.44,9.8,5.319,9.790377496641488,alcetinib 70uM,"[0, 0]",alcetinib,1
37,38,142228.0,39.51,9.9,5.316,9.971328573935804,alcetinib 70uM,"[0, 0]",alcetinib,1
38,39,146066.0,40.57,10.2,5.31,10.2039556310565,alcetinib 70uM,"[0, 0]",alcetinib,1
39,40,149901.0,41.64,10.3,5.309,10.456933091517117,alcetinib 70uM,"[0, 0]",alcetinib,1
40,41,153737.0,42.7,11.3,5.29,10.616221843357437,alcetinib 70uM,"[0, 0]",alcetinib,1
41,42,157571.0,43.77,10.3,5.309,10.784606160579768,alcetinib 70uM,"[0, 0]",alcetinib,1
42,43,161409.0,44.84,11.1,5.293,10.803961147080242,alcetinib 70uM,"[0, 0]",alcetinib,1
43,44,165245.0,45.9,10.8,5.299,10.830296947516269,alcetinib 70uM,"[0, 0]",alcetinib,1
44,45,169081.0,46.97,10.8,5.3,10.827627883464231,alcetinib 70uM,"[0, 0]",alcetinib,1
45,46,172917.0,48.03,10.8,5.298,10.965619412901768,alcetinib 70uM,"[0, 0]",alcetinib,1
46,47,176756.0,49.1,10.8,5.298,11.38349205165932,alcetinib 70uM,"[0, 0]",alcetinib,1
47,48,180590.0,50.16,12.6,5.264,11.883552485561498,alcetinib 70uM,"[0, 0]",alcetinib,1
48,49,184426.0,51.23,12.2,5.271,12.623850054535822,alcetinib 70uM,"[0, 0]",alcetinib,1
49,50,188263.0,52.3,13.2,5.252,13.420880413506644,alcetinib 70uM,"[0, 0]",alcetinib,1
50,51,192098.0,53.36,14.6,5.228,14.625789456723938,alcetinib 70uM,"[0, 0]",alcetinib,1
51,52,195932.0,54.43,14.7,5.224,16.169428054313382,alcetinib 70uM,"[0, 0]",alcetinib,1
52,53,199769.0,55.49,17.6,5.171,17.81740659683777,alcetinib 70uM,"[0, 0]",alcetinib,1
53,54,203607.0,56.56,19.8,5.132,19.81584689732326,alcetinib 70uM,"[0, 0]",alcetinib,1
54,55,207444.0,57.62,22.7,5.083,19.66912468009533,alcetinib 70uM,"[0, 0]",alcetinib,1
55,56,211280.0,58.69,17.7,5.17,20.43977717914473,alcetinib 70uM,"[0, 0]",alcetinib,1
56,57,215115.0,59.75,20.2,5.126,20.235758784095957,alcetinib 70uM,"[0, 0]",alcetinib,1
57,58,218952.0,60.82,23.2,5.075,23.086192740181424,alcetinib 70uM,"[0, 0]",alcetinib,1
58,59,222788.0,61.89,25.9,5.029,25.962187016348803,alcetinib 70uM,"[0, 0]",alcetinib,1
59,60,226622.0,62.95,28.5,4.985,29.08596600579961,alcetinib 70uM,"[0, 0]",alcetinib,1
60,61,230460.0,64.02,32.3,4.926,32.544066202456946,alcetinib 70uM,"[0, 0]",alcetinib,1
61,62,234298.0,65.08,36.3,4.864,36.72108834958135,alcetinib 70uM,"[0, 0]",alcetinib,1
62,63,238134.0,66.15,40.8,4.799,41.661722748095656,alcetinib 70uM,"[0, 0]",alcetinib,1
63,64,241970.0,67.21,46.7,4.716,47.10085102428569,alcetinib 70uM,"[0, 0]",alcetinib,1
64,65,245804.0,68.28,53.2,4.63,52.9162412113395,alcetinib 70uM,"[0, 0]",alcetinib,1
65,66,249641.0,69.34,59.1,4.556,58.736074877282704,alcetinib 70uM,"[0, 0]",alcetinib,1
66,67,253477.0,70.41,64.2,4.495,64.51877171584903,alcetinib 70uM,"[0, 0]",alcetinib,1
67,1,108.0,0.03,18.7,5.151,18.7,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
68,2,3945.0,1.1,20.2,5.125,20.2,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
69,3,8064.0,2.24,17.7,5.171,17.7,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
70,4,11901.0,3.31,35.4,4.879,35.4,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
71,5,15735.0,4.37,38.0,4.839,38.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
72,6,19571.0,5.44,42.4,4.776,42.4,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
73,7,23408.0,6.5,44.5,4.746,44.5,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
74,8,27244.0,7.57,44.6,4.745,44.6,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
75,9,31079.0,8.63,46.7,4.716,46.7,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
76,10,34914.0,9.7,51.0,4.659,51.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
77,11,38748.0,10.76,53.1,4.631,53.1,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
78,12,42584.0,11.83,53.6,4.625,53.6,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
79,13,46421.0,12.89,53.7,4.623,53.7,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
80,14,50257.0,13.96,54.6,4.612,54.6,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
81,15,54092.0,15.03,54.9,4.609,54.9,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
82,16,57927.0,16.09,56.3,4.59,56.3,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
83,17,61761.0,17.16,37.1,4.852,37.1,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
84,18,65601.0,18.22,30.3,4.957,30.3,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
85,19,69437.0,19.29,39.2,4.822,39.2,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
86,20,73273.0,20.35,46.3,4.722,46.3,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
87,21,77109.0,21.42,60.1,4.544,60.1,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
88,22,80942.0,22.48,57.5,4.576,57.5,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
89,23,84778.0,23.55,63.2,4.507,63.2,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
90,24,88614.0,24.62,49.0,4.685,49.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
91,25,92451.0,25.68,,4.863,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
92,26,96286.0,26.75,,5.116,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
93,27,100123.0,27.81,,5.123,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
94,28,103961.0,28.88,,5.156,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
95,29,107799.0,29.94,,5.128,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
96,30,111635.0,31.01,,5.141,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
97,31,115473.0,32.08,,5.115,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
98,32,119309.0,33.14,,4.89,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
99,33,123145.0,34.21,,4.935,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
100,34,126982.0,35.27,,4.919,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
101,35,130816.0,36.34,,5.076,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
102,36,134655.0,37.4,,5.118,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
103,37,138491.0,38.47,,5.077,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
104,38,142327.0,39.54,,4.984,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
105,39,146166.0,40.6,,4.975,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
106,40,150001.0,41.67,,4.894,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
107,41,153836.0,42.73,,4.898,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
108,42,157671.0,43.8,,4.866,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
109,43,161508.0,44.86,,4.875,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
110,44,165344.0,45.93,,4.904,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
111,45,169180.0,46.99,,4.93,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
112,46,173017.0,48.06,,4.878,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
113,47,176856.0,49.13,,4.917,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
114,48,180690.0,50.19,,5.03,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
115,49,184526.0,51.26,,4.888,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
116,50,188363.0,52.32,,4.904,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
117,51,192198.0,53.39,,4.879,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
118,52,196031.0,54.45,,4.892,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
119,53,199869.0,55.52,,4.876,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
120,54,203707.0,56.59,,4.884,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
121,55,207543.0,57.65,,4.899,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
122,56,211379.0,58.72,,5.373,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
123,57,215215.0,59.78,,5.372,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
124,58,219052.0,60.85,,4.87,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
125,59,222887.0,61.91,,4.915,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
126,60,226722.0,62.98,,4.89,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
127,61,230559.0,64.04,,4.832,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
128,62,234397.0,65.11,,4.875,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
129,63,238234.0,66.18,,5.341,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
130,64,242070.0,67.24,,5.32,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
131,65,245904.0,68.31,,5.302,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
132,66,249740.0,69.37,,5.29,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
133,67,253577.0,70.44,,5.31,0.0,alcetinib 2.1875uM,"[0, 10]",alcetinib,1
134,1,118.0,0.03,9.3,5.328,9.322509918606418,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
135,2,3955.0,1.1,11.8,5.28,10.67690365436138,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
136,3,8074.0,2.24,9.0,5.333,12.031654023255168,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
137,4,11911.0,3.31,13.6,5.246,13.492608345362482,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
138,5,15745.0,4.37,14.1,5.235,14.3827751700669,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
139,6,19581.0,5.44,15.5,5.21,15.153999765461707,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
140,7,23418.0,6.5,16.4,5.194,15.728507987255137,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
141,8,27254.0,7.57,16.2,5.196,16.143648010096843,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
142,9,31089.0,8.64,16.2,5.197,16.210668677824824,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
143,10,34924.0,9.7,16.5,5.192,16.051916772290866,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
144,11,38758.0,10.77,15.7,5.206,15.839077822238538,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
145,12,42594.0,11.83,15.6,5.209,15.536782548303243,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
146,13,46431.0,12.9,15.1,5.218,15.2971237266451,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
147,14,50267.0,13.96,15.2,5.216,15.058890583343146,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
148,15,54102.0,15.03,14.9,5.221,14.770484315635196,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
149,16,57937.0,16.09,14.4,5.231,14.421387489943315,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
150,17,61771.0,17.16,13.9,5.24,14.075093616900483,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
151,18,65611.0,18.23,13.8,5.242,13.776784784136808,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
152,19,69447.0,19.29,13.6,5.246,13.560577237862544,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
153,20,73283.0,20.36,13.2,5.253,13.347559725091712,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
154,21,77120.0,21.42,13.6,5.246,13.07435246904993,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
155,22,80952.0,22.49,12.5,5.266,12.849629973247524,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
156,23,84788.0,23.55,12.7,5.263,12.577864456849117,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
157,24,88624.0,24.62,12.3,5.271,12.413606894400727,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
158,25,92461.0,25.68,12.2,5.271,12.297004519724435,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
159,26,96296.0,26.75,12.5,5.267,12.15795525522667,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
160,27,100133.0,27.81,11.8,5.279,11.960510382231355,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
161,28,103971.0,28.88,12.1,5.273,11.591450045551015,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
162,29,107809.0,29.95,11.0,5.296,11.195787233390709,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
163,30,111644.0,31.01,10.8,5.298,10.876040744308298,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
164,31,115482.0,32.08,12.0,5.276,10.853195027079796,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
165,32,119319.0,33.14,10.6,5.302,10.93737930254715,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
166,33,123155.0,34.21,11.3,5.288,11.28557138146299,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
167,34,126992.0,35.28,12.2,5.272,10.485620136887826,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
168,35,130826.0,36.34,9.2,5.331,10.142744639626336,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
169,36,134665.0,37.41,9.3,5.327,9.309465572867902,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
170,37,138501.0,38.47,10.1,5.311,10.064852735011703,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
171,38,142337.0,39.54,10.2,5.311,9.315017412830732,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
172,39,146176.0,40.6,8.1,5.352,9.03037817258199,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
173,40,150011.0,41.67,8.3,5.347,8.441305252898681,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
174,41,153845.0,42.73,8.8,5.338,8.393746151368259,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
175,42,157681.0,43.8,8.2,5.35,8.29325794825226,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
176,43,161518.0,44.87,8.1,5.351,8.182273323753709,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
177,44,165354.0,45.93,8.0,5.354,8.15324741496597,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
178,45,169190.0,47.0,8.4,5.346,8.144800014273901,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
179,46,173027.0,48.06,8.1,5.352,8.184652675321408,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
180,47,176866.0,49.13,8.0,5.354,8.253863759759673,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
181,48,180700.0,50.19,8.6,5.341,8.307571843294744,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
182,49,184535.0,51.26,8.4,5.345,8.37169867396509,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
183,50,188373.0,52.33,8.3,5.348,8.381544834045672,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
184,51,192208.0,53.39,8.3,5.349,8.405824905659939,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
185,52,196041.0,54.46,8.6,5.342,8.426206303677509,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
186,53,199879.0,55.52,8.5,5.343,8.419005886032425,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
187,54,203717.0,56.59,8.2,5.35,8.371616378545912,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
188,55,207553.0,57.65,8.4,5.345,8.372856953232835,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
189,56,211389.0,58.72,7.3,5.367,8.362077886804263,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
190,57,215225.0,59.78,8.5,5.344,8.312944185781319,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
191,58,219062.0,60.85,8.1,5.351,8.229017893529535,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
192,59,222897.0,61.92,7.9,5.355,8.238645482823435,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
193,60,226732.0,62.98,8.5,5.344,8.31604688385123,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
194,61,230569.0,64.05,8.5,5.344,8.446605868157047,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
195,62,234407.0,65.11,8.5,5.344,8.541340282428726,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
196,63,238244.0,66.18,8.5,5.344,8.68604431162541,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
197,64,242079.0,67.24,8.9,5.337,8.921847226411925,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
198,65,245914.0,68.31,9.3,5.327,9.219050740184366,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
199,66,249750.0,69.38,9.5,5.324,9.52011912029872,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
200,67,253587.0,70.44,9.8,5.318,9.812922109221349,alcetinib 2.1875uM,"[0, 11]",alcetinib,1
201,1,128.0,0.04,11.6,5.283,11.510754062628424,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
202,2,3965.0,1.1,14.2,5.235,14.373241642800236,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
203,3,8084.0,2.25,11.0,5.294,17.20919339000798,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
204,4,11921.0,3.31,20.4,5.122,19.9084605761774,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
205,5,15755.0,4.38,22.4,5.088,22.259161792314007,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
206,6,19591.0,5.44,24.3,5.055,23.518586856194624,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
207,7,23428.0,6.51,24.7,5.048,24.2186966200301,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
208,8,27264.0,7.57,24.5,5.052,24.38737300786842,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
209,9,31099.0,8.64,23.9,5.062,24.251656177988284,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
210,10,34934.0,9.7,24.6,5.051,23.937537347673477,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
211,11,38768.0,10.77,23.4,5.071,23.437187352351472,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
212,12,42604.0,11.83,23.1,5.075,22.51499298694798,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
213,13,46441.0,12.9,21.1,5.11,21.493581826825235,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
214,14,50277.0,13.97,20.2,5.126,20.49370620874913,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
215,15,54112.0,15.03,20.0,5.128,19.574691889045084,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
216,16,57947.0,16.1,18.5,5.156,18.85482883817385,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
217,17,61781.0,17.16,18.0,5.165,18.165529698425967,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
218,18,65621.0,18.23,17.8,5.168,17.51978288973984,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
219,19,69457.0,19.29,16.9,5.185,16.934032210830367,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
220,20,73293.0,20.36,16.1,5.2,16.234044344511993,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
221,21,77129.0,21.42,15.9,5.202,15.52683314864501,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
222,22,80962.0,22.49,14.1,5.236,15.051231806250694,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
223,23,84798.0,23.56,15.1,5.217,14.06308477771184,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
224,24,88634.0,24.62,14.4,5.23,12.329290391554393,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
225,25,92471.0,25.69,9.1,5.331,10.71317373290895,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
226,26,96306.0,26.75,8.3,5.347,8.914655934570796,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
227,27,100143.0,27.82,8.3,5.348,8.4144896759566,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
228,28,103981.0,28.88,8.6,5.342,8.284293397633064,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
229,29,107819.0,29.95,8.2,5.35,8.135542726490915,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
230,30,111654.0,31.02,7.5,5.363,7.972440579711302,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
231,31,115493.0,32.08,8.2,5.349,7.824014521744607,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
232,32,119329.0,33.15,7.5,5.364,7.828641103292576,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
233,33,123165.0,34.21,8.0,5.353,7.8206275287539215,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
234,34,127002.0,35.28,7.7,5.36,7.91559958361215,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
235,35,130836.0,36.34,8.2,5.35,9.950251335845271,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
236,36,134675.0,37.41,9.3,5.329,12.726725905767342,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
237,37,138511.0,38.48,16.2,5.197,15.370502045206836,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
238,38,142347.0,39.54,19.4,5.14,17.723848430706447,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
239,39,146186.0,40.61,18.5,5.156,17.752573746434827,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
240,40,150021.0,41.67,18.6,5.154,16.45814410625655,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
241,41,153855.0,42.74,13.8,5.242,14.711909657320136,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
242,42,157691.0,43.8,11.6,5.283,14.241256016904616,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
243,43,161528.0,44.87,16.1,5.199,13.780209310630498,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
244,44,165364.0,45.93,13.4,5.249,13.764230766486806,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
245,45,169200.0,47.0,13.4,5.249,13.904920394408473,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
246,46,173037.0,48.07,8.3,5.347,14.452518717612826,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
247,47,176876.0,49.13,16.4,5.194,14.974396720705297,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
248,48,180710.0,50.2,14.4,5.23,15.610107082973714,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
249,49,184545.0,51.26,17.4,5.175,15.522947372242989,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
250,50,188383.0,52.33,15.8,5.204,15.54204086991636,alcetinib 1.09375uM,"[0, 12]",alcetinib,1
